Range,Site,TransYear,ID,lifestage,lifestageNext,size,sizeNext,fec.totfruit,fec.meanseed,fec.totseed,surv
North,Wolverine,1415,437,2,2,14.14,20.73,,,,1
North,Wolverine,1415,438,2,,10.6,,,,,0
North,Wolverine,1415,439,1,,,,,,,0
North,Wolverine,1415,444,1,,,,,,,0
North,Wolverine,1415,445,1,,,,,,,0
North,Wolverine,1415,446,1,,,,,,,0
North,Wolverine,1415,447,2,,1.77,,,,,
North,Wolverine,1415,448,2,,2.36,,,,,0
North,Wolverine,1415,449,1,,,,,,,0
North,Wolverine,1415,450,1,2,,3.46,,,,1
North,Wolverine,1415,451,1,,,,,,,0
North,Wolverine,1415,452,1,,,,,,,0
North,Wolverine,1415,453,1,,,,,,,0
North,Wolverine,1415,454,1,,,,,,,0
North,Wolverine,1415,455,1,2,,0.16,,,,1
North,Wolverine,1415,456,1,,,,,,,0
North,Wolverine,1415,457,2,2,19.63,12.57,,,,1
North,Wolverine,1415,458,2,,21.99,,,,,0
North,Wolverine,1415,459,2,,10.6,,,,,
North,Wolverine,1415,460,1,,,,,,,0
North,Wolverine,1415,463,1,,,,,,,0
North,Wolverine,1415,464,1,,,,,,,0
North,Wolverine,1415,465,1,,,,,,,0
North,Wolverine,1415,466,1,,,,,,,0
North,Wolverine,1415,467,1,,,,,,,0
North,Wolverine,1415,469,1,,,,,,,0
North,Wolverine,1415,472,2,2,11.78,12.16,,,,1
North,Wolverine,1415,473,2,3,17.28,53.72,,,,1
North,Wolverine,1415,476,1,2,,7.07,,,,1
North,Wolverine,1415,478,2,3,54.98,21.11,,,,1
North,Wolverine,1415,479,1,,,,,,,0
North,Wolverine,1415,481,2,,9.42,,,,,
North,Wolverine,1415,483,1,,,,,,,0
North,Wolverine,1415,485,2,3,21.99,56.71,,,,1
North,Wolverine,1415,486,2,3,6.87,3.46,,,,1
North,Wolverine,1415,488,2,,15.71,,,,,
North,Wolverine,1415,489,2,3,4.71,39.13,,,,1
North,Wolverine,1415,491,1,2,,,,,,1
North,Wolverine,1415,492,1,,,,,,,0
North,Wolverine,1415,493,1,,,,,,,0
North,Wolverine,1415,494,1,,,,,,,0
North,Wolverine,1415,495,1,,,,,,,0
North,Wolverine,1415,496,1,2,,3.46,,,,1
North,Wolverine,1415,497,1,2,,2,,,,1
North,Wolverine,1415,498,1,2,,6.36,,,,1
North,Wolverine,1415,499,1,,,,,,,0
North,Wolverine,1415,500,1,2,,0.57,,,,1
North,Wolverine,1415,501,1,2,,7.97,,,,1
North,Wolverine,1415,502,1,2,,40.21,,,,
North,Wolverine,1415,503,1,,,,,,,0
North,Wolverine,1415,504,1,,,,,,,0
North,Wolverine,1415,505,1,,,,,,,0
North,Wolverine,1415,506,1,,,,,,,0
North,Wolverine,1415,507,1,,,,,,,0
North,Wolverine,1415,508,1,,,,,,,0
North,Wolverine,1415,509,1,,,,,,,0
North,Wolverine,1415,510,1,,,,,,,0
North,Wolverine,1415,511,1,,,,,,,0
North,Wolverine,1415,512,1,,,,,,,0
North,Wolverine,1415,513,1,,,,,,,0
North,Wolverine,1415,514,1,,,,,,,0
North,Wolverine,1415,515,1,,,,,,,0
North,Wolverine,1415,516,1,,,,,,,0
North,Wolverine,1415,517,1,2,,6.27,,,,1
North,Wolverine,1415,518,1,2,,8.67,,,,1
North,Wolverine,1415,1001,,3,,83.13,,,,
North,Wolverine,1415,1003,,1,,,,,,
North,Wolverine,1415,1004,,1,,,,,,
North,Wolverine,1415,1005,,1,,,,,,
North,Wolverine,1415,1006,,1,,,,,,
North,Wolverine,1415,1007,,1,,,,,,
North,Wolverine,1415,1008,,1,,,,,,
North,Wolverine,1415,1009,,3,,103.33,,,,
North,Wolverine,1415,1010,,1,,,,,,
North,Wolverine,1415,1017,,3,,53.6,,,,
North,Wolverine,1415,1025,,3,,38.5,,,,
North,Wolverine,1415,1031,,1,,,,,,
North,Wolverine,1415,1034,,1,,,,,,
North,Wolverine,1415,1039,,1,,,,,,
North,Wolverine,1415,1041,,1,,,,,,
North,Wolverine,1415,1057,,3,,113.86,,,,
North,Wolverine,1415,1067,,1,,,,,,
North,Wolverine,1415,1072,,1,,,,,,
North,Wolverine,1415,1079,,,,,,,,
North,Wolverine,1415,1091,,1,,,,,,
North,Wolverine,1415,1092,,1,,,,,,
North,Wolverine,1415,1097,,,,,,,,
North,Wolverine,1415,1102,,1,,,,,,
North,Wolverine,1415,1112,,1,,,,,,
North,Wolverine,1415,1115,,3,,55.13,,,,
North,Wolverine,1415,1136,,1,,,,,,
North,Wolverine,1415,1137,,1,,,,,,
North,Wolverine,1415,1148,,1,,,,,,
North,Wolverine,1415,1150,,1,,,,,,
North,Wolverine,1415,1151,,1,,,,,,
North,Wolverine,1415,1152,,1,,,,,,
North,Wolverine,1415,1163,,1,,,,,,
North,Wolverine,1415,1167,,2,,78.63,,,,
North,Wolverine,1415,1177,,1,,,,,,
North,Wolverine,1415,1179,,1,,,,,,
North,Wolverine,1415,1180,,1,,,,,,
North,Wolverine,1415,1181,,1,,,,,,
North,Wolverine,1415,1201,,1,,,,,,
North,Wolverine,1415,1203,,1,,,,,,
North,Wolverine,1415,1206,,1,,,,,,
North,Wolverine,1415,1208,,1,,,,,,
North,Wolverine,1415,1210,,3,,62.49,,,,
North,Wolverine,1415,1213,,1,,,,,,
North,Wolverine,1415,1219,,1,,,,,,
North,Wolverine,1415,1221,,1,,,,,,
North,Wolverine,1415,1227,,1,,,,,,
North,Wolverine,1415,1233,,1,,,,,,
North,Wolverine,1415,1243,,3,,53.53,,,,
North,Wolverine,1415,1245,,1,,,,,,
North,Wolverine,1415,1251,,1,,,,,,
North,Wolverine,1415,1252,,1,,,,,,
North,Wolverine,1415,1258,,1,,,,,,
North,Wolverine,1415,1263,,3,,94.17,,,,
North,Wolverine,1415,1264,,1,,,,,,
North,Wolverine,1415,1265,,3,,55.13,,,,
North,Wolverine,1415,1270,,1,,,,,,
North,Wolverine,1415,1280,,1,,,,,,
North,Wolverine,1415,1282,,1,,,,,,
North,Wolverine,1415,1287,,1,,,,,,
North,Wolverine,1415,1289,,1,,,,,,
North,Wolverine,1415,1297,,1,,,,,,
North,Wolverine,1415,1304,,1,,,,,,
North,Wolverine,1415,1308,,1,,,,,,
North,Wolverine,1415,1309,,1,,,,,,
North,Wolverine,1415,1310,,1,,,,,,
North,Wolverine,1415,1311,,1,,,,,,
North,Wolverine,1415,1312,,1,,,,,,
North,Wolverine,1415,2285,2,,11.78,,,,,
North,Wolverine,1415,2609,,,,,,,,
North,Wolverine,1415,4224,,1,,,,,,
North,Wolverine,1415,4227,,1,,,,,,
North,Wolverine,1415,4228,,2,,3.39,,,,
North,Wolverine,1415,4235,,3,,44.61,,,,
North,Wolverine,1415,4238,,2,,23.69,,,,
North,Wolverine,1415,4245,,3,,24.63,,,,
North,Wolverine,1415,4246,,2,,4.03,,,,
North,Wolverine,1415,4250,,2,,1.41,,,,
North,Wolverine,1415,4252,,3,,63.77,,,,
North,Wolverine,1415,4254,,2,,3.28,,,,
North,Wolverine,1415,4262,,2,,9.33,,,,
North,Wolverine,1415,4269,,1,,,,,,
North,Wolverine,1415,4272,,1,,,,,,
North,Wolverine,1415,4277,,2,,2.59,,,,
North,Wolverine,1415,4284,,3,,123.46,,,,
North,Wolverine,1415,4286,,3,,160.32,,,,
North,Wolverine,1415,4287,,3,,39.14,,,,
North,Wolverine,1415,4300,,3,,48.73,,,,
North,Wolverine,1415,4301,,1,,,,,,
North,Wolverine,1415,4304,,1,,,,,,
North,Wolverine,1415,4308,,1,,,,,,
North,Wolverine,1415,4309,,2,,4.83,,,,
North,Wolverine,1415,4311,,2,,5.11,,,,
North,Wolverine,1415,4312,,2,,10.19,,,,
North,Wolverine,1415,4317,,2,,24.63,,,,
North,Wolverine,1415,4318,,2,,10.72,,,,
North,Wolverine,1415,4321,,1,,,,,,
North,Wolverine,1415,4333,,3,,72.02,,,,
North,Wolverine,1415,4335,,3,,30.76,,,,
North,Wolverine,1415,4339,,1,,,,,,
North,Wolverine,1415,4342,,2,,4.59,,,,
North,Wolverine,1415,4343,,3,,80.78,,,,
North,Wolverine,1415,4345,,3,,64.72,,,,
North,Wolverine,1415,4348,,3,,145.59,,,,
North,Wolverine,1415,4351,,3,,72.29,,,,
North,Wolverine,1415,4352,,3,,74.74,,,,
North,Wolverine,1415,4355,,2,,1.65,,,,
North,Wolverine,1415,4356,,2,,41.04,,,,
North,Wolverine,1415,4357,,1,,,,,,
North,Wolverine,1415,4358,,3,,166.91,,,,
North,Wolverine,1415,4361,,3,,84.54,,,,
North,Wolverine,1415,4362,,1,,,,,,
North,Wolverine,1415,4366,,1,,,,,,
North,Wolverine,1415,4367,,1,,,,,,
North,Wolverine,1415,4373,,1,,,,,,
North,Wolverine,1415,4382,,1,,,,,,
North,Wolverine,1415,4387,,1,,,,,,
North,Wolverine,1415,4392,,1,,,,,,
North,Wolverine,1415,4405,,1,,,,,,
North,Wolverine,1415,4407,,1,,,,,,
North,Wolverine,1415,4409,,1,,,,,,
North,Wolverine,1415,4419,,1,,,,,,
North,Wolverine,1415,9903,2,,0.79,,,,,0
North,Wolverine,1415,9905,,,,,,,,
North,Wolverine,1415,9934,,,,,,,,
North,Wolverine,1415,9941,,,,,,,,
North,Wolverine,1415,9947,,,,,,,,
North,Wolverine,1415,9952,,,,,,,,
North,Wolverine,1415,9953,,,,,,,,
North,Wolverine,1415,10401,,,,,,,,
North,Wolverine,1415,10403,,,,,,,,
North,Wolverine,1415,10404,,,,,,,,
North,Wolverine,1415,10411,,,,,,,,
North,Wolverine,1415,10419,,,,,,,,
North,Wolverine,1415,10420,,,,,,,,
North,Wolverine,1415,10425,,,,,,,,
North,Wolverine,1415,10427,,,,,,,,
North,Wolverine,1415,10428,,,,,,,,
North,Wolverine,1415,10429,2,,7.85,,,,,0
North,Wolverine,1415,10431,,,,,,,,
North,Wolverine,1415,10434,,,,,,,,
North,Wolverine,1415,10435,,,,,,,,
North,Wolverine,1415,10439,,,,,,,,
North,Wolverine,1415,10444,2,,8.64,,,,,0
North,Wolverine,1415,10449,2,3,38.88,31.46,,,,1
North,Wolverine,1415,10451,2,,5.5,,,,,0
North,Wolverine,1415,10453,,,,,,,,
North,Wolverine,1415,10454,,,,,,,,
North,Wolverine,1415,10455,2,3,37.7,47.91,,,,1
North,Wolverine,1415,10458,2,,5.5,,,,,0
North,Wolverine,1415,10469,,,,,,,,
North,Wolverine,1415,10474,,,,,,,,
North,Wolverine,1415,10481,,,,,,,,
North,Wolverine,1415,10491,,,,,,,,
North,Wolverine,1415,10496,,,,,,,,
North,Wolverine,1415,10501,,,,,,,,
North,Wolverine,1415,10503,,,,,,,,
North,Wolverine,1415,10505,2,,25.53,,,,,0
North,Wolverine,1415,10506,2,,18.85,,,,,0
North,Wolverine,1415,10508,,,,,,,,
North,Wolverine,1415,10509,,,,,,,,
North,Wolverine,1415,10515,2,,18.85,,,,,0
North,Wolverine,1415,10517,,,,,,,,
North,Wolverine,1415,10518,,,,,,,,
North,Wolverine,1415,10519,,,,,,,,
North,Wolverine,1415,10520,,,,,,,,
North,Wolverine,1415,10521,,,,,,,,
North,Wolverine,1415,10522,2,,18.85,,,,,0
North,Wolverine,1415,10524,,,,,,,,
North,Wolverine,1415,10527,2,,43.2,,,,,0
North,Wolverine,1415,10530,2,,37.7,,,,,0
North,Wolverine,1415,10531,,,,,,,,
North,Wolverine,1415,10533,,,,,,,,
North,Wolverine,1415,10534,,,,,,,,
North,Wolverine,1415,10536,,,,,,,,
North,Wolverine,1415,10537,,,,,,,,
North,Wolverine,1415,10541,,,,,,,,
North,Wolverine,1415,10543,,,,,,,,
North,Wolverine,1415,10547,,,,,,,,
North,Wolverine,1415,10551,,,,,,,,
North,Wolverine,1415,10559,2,2,11.78,31.23,,,,1
North,Wolverine,1415,10560,,,,,,,,
North,Wolverine,1415,10572,2,3,35.74,66.76,,,,1
North,Wolverine,1415,10576,2,3,77.75,74.61,,,,1
North,Wolverine,1415,10584,,,,,,,,
North,Wolverine,1415,10585,,,,,,,,
North,Wolverine,1415,10606,2,,9.42,,,,,0
North,Wolverine,1415,10609,,,,,,,,
North,Wolverine,1415,10613,2,,35.34,,,,,0
North,Wolverine,1415,10614,,,,,,,,
North,Wolverine,1415,10616,,,,,,,,
North,Wolverine,1415,10619,,,,,,,,
North,Wolverine,1415,10620,,,,,,,,
North,Wolverine,1415,10621,,,,,,,,
North,Wolverine,1415,10623,,,,,,,,
North,Wolverine,1415,10626,2,,0.2,,,,,0
North,Wolverine,1415,10627,,,,,,,,
North,Wolverine,1415,10635,,,,,,,,
North,Wolverine,1415,10652,,,,,,,,
North,Wolverine,1415,10662,2,,24.74,,,,,0
North,Wolverine,1415,10664,,,,,,,,
North,Wolverine,1415,10688,,,,,,,,
North,Wolverine,1415,10706,,,,,,,,
North,Wolverine,1415,10711,,,,,,,,
North,Wolverine,1415,10714,,,,,,,,
North,Wolverine,1415,10717,,,,,,,,
North,Wolverine,1415,10721,2,,26.51,,,,,0
North,Wolverine,1415,10726,,,,,,,,
North,Wolverine,1415,10734,2,,14.14,,,,,0
North,Wolverine,1415,10738,,,,,,,,
North,Wolverine,1415,10740,,,,,,,,
North,Wolverine,1415,10741,2,,4.71,,,,,0
North,Wolverine,1415,10746,2,,18.85,,,,,0
North,Wolverine,1415,10747,,,,,,,,
North,Wolverine,1415,10753,,,,,,,,
North,Wolverine,1415,10757,,,,,,,,
North,Wolverine,1415,10760,,,,,,,,
North,Wolverine,1415,10762,,,,,,,,
North,Wolverine,1415,10764,,,,,,,,
North,Wolverine,1415,10765,,,,,,,,
North,Wolverine,1415,10784,2,,32.4,,,,,0
North,Wolverine,1415,10785,,,,,,,,
North,Wolverine,1415,10791,,,,,,,,
North,Wolverine,1415,10795,,,,,,,,
North,Wolverine,1415,10796,,,,,,,,
North,Wolverine,1415,10808,,,,,,,,
North,Wolverine,1415,10809,,,,,,,,
North,Wolverine,1415,10810,,,,,,,,
North,Wolverine,1415,10811,,,,,,,,
North,Wolverine,1415,10815,,,,,,,,
North,Wolverine,1415,10824,,,,,,,,
North,Wolverine,1415,10827,,,,,,,,
North,Wolverine,1415,10836,,,,,,,,
North,Wolverine,1415,10840,2,2,13.74,8.66,,,,1
North,Wolverine,1415,10842,2,,21.6,,,,,0
North,Wolverine,1415,10845,2,3,28.27,50.19,,,,1
North,Wolverine,1415,10847,,,,,,,,
North,Wolverine,1415,10854,,,,,,,,
North,Wolverine,1415,10859,,,,,,,,
North,Wolverine,1415,10872,2,2,4.71,3.27,,,,1
North,Wolverine,1415,10895,2,3,17.28,31.02,,,,1
North,Wolverine,1415,10898,2,,19.44,,,,,0
North,Wolverine,1415,10899,,,,,,,,
North,Wolverine,1415,10901,,,,,,,,
North,Wolverine,1415,10904,,,,,,,,
North,Wolverine,1415,10905,,,,,,,,
North,Wolverine,1415,10906,,,,,,,,
North,Wolverine,1415,10907,,,,,,,,
North,Wolverine,1415,10909,,,,,,,,
North,Wolverine,1415,10912,,,,,,,,
North,Wolverine,1415,10913,,,,,,,,
North,Wolverine,1415,10917,,,,,,,,
North,Wolverine,1415,10918,,,,,,,,
North,Wolverine,1415,10920,,,,,,,,
North,Wolverine,1415,10921,,,,,,,,
North,Wolverine,1415,10924,,,,,,,,
North,Wolverine,1415,10925,,,,,,,,
North,Wolverine,1415,10928,,,,,,,,
North,Wolverine,1415,10929,,,,,,,,
North,Wolverine,1415,10930,,,,,,,,
North,Wolverine,1415,10933,,,,,,,,
North,Wolverine,1415,10938,,,,,,,,
North,Wolverine,1415,10939,,,,,,,,
North,Wolverine,1415,10940,,,,,,,,
North,Wolverine,1415,10944,,,,,,,,
North,Wolverine,1415,10945,,,,,,,,
North,Wolverine,1415,10948,,,,,,,,
North,Wolverine,1415,10949,,,,,,,,
North,Wolverine,1415,10953,,,,,,,,
North,Wolverine,1415,10955,,,,,,,,
North,Wolverine,1415,10960,,,,,,,,
North,Wolverine,1415,10961,,,,,,,,
North,Wolverine,1415,10964,2,,9.42,,,,,
North,Wolverine,1415,10965,2,2,,11.22,,,,1
North,Wolverine,1415,10968,,,,,,,,
North,Wolverine,1415,10970,,,,,,,,
North,Wolverine,1415,10971,,,,,,,,
North,Wolverine,1415,10974,,,,,,,,
North,Wolverine,1415,10977,,,,,,,,
North,Wolverine,1415,10978,,,,,,,,
North,Wolverine,1415,10980,,,,,,,,
North,Wolverine,1415,10982,3,,56.55,,0,,0,0
North,Wolverine,1415,10984,,,,,,,,
North,Wolverine,1415,10985,,,,,,,,
North,Wolverine,1415,10987,2,,7.07,,,,,0
North,Wolverine,1415,10988,,,,,,,,
North,Wolverine,1415,10992,2,,0.39,,,,,0
North,Wolverine,1415,10994,,,,,,,,
North,Wolverine,1415,10998,,,,,,,,
North,Wolverine,1415,11019,,,,,,,,
North,Wolverine,1415,11022,,,,,,,,
North,Wolverine,1415,11024,,,,,,,,
North,Wolverine,1415,11025,2,,25.53,,,,,0
North,Wolverine,1415,11026,,,,,,,,
North,Wolverine,1415,11027,,,,,,,,
North,Wolverine,1415,11028,,,,,,,,
North,Wolverine,1415,11059,,,,,,,,
North,Wolverine,1415,11060,,,,,,,,
North,Wolverine,1415,11062,2,,,,,,,
North,Wolverine,1415,11104,,,,,,,,
North,Wolverine,1415,11110,,,,,,,,
North,Wolverine,1415,11111,,,,,,,,
North,Wolverine,1415,11114,,,,,,,,
North,Wolverine,1415,11128,,,,,,,,
North,Wolverine,1415,11131,,,,,,,,
North,Wolverine,1415,11135,,,,,,,,
North,Wolverine,1415,11146,,,,,,,,
North,Wolverine,1415,11161,,,,,,,,
North,Wolverine,1415,11167,,,,,,,,
North,Wolverine,1415,11176,,,,,,,,
North,Wolverine,1415,11181,2,,7.85,,,,,
North,Wolverine,1415,11186,,,,,,,,
North,Wolverine,1415,11187,,,,,,,,
North,Wolverine,1415,11189,,,,,,,,
North,Wolverine,1415,11194,,,,,,,,
North,Wolverine,1415,11701,,,,,,,,
North,Wolverine,1415,11702,2,3,33.38,103.91,,,,1
North,Wolverine,1415,11703,,,,,,,,
North,Wolverine,1415,11704,,,,,,,,
North,Wolverine,1516,321,3,3,73.83,365.3122477,23,10.4,239.2,1
North,Wolverine,1516,323,3,,51.52,,5,2.33,11.65,0
North,Wolverine,1516,325,3,3,100.52,193.8048508,1,4,4,1
North,Wolverine,1516,329,2,3,19.16,168.5857158,,,,1
North,Wolverine,1516,334,3,3,41.39,251.5787397,10,7.9,79,1
North,Wolverine,1516,336,3,3,88.07,474.4983004,7,10.3,72.1,1
North,Wolverine,1516,343,3,3,59.11,152.0530844,10,6.75,67.5,1
North,Wolverine,1516,345,3,3,87.81,150.1524209,5,8,40,1
North,Wolverine,1516,346,3,3,17.28,191.3701165,1,12,12,1
North,Wolverine,1516,347,2,,7.3,,,,,0
North,Wolverine,1516,349,3,2,20.61,7.775441818,0,,0,1
North,Wolverine,1516,350,3,3,149.78,128.6482192,44,8.9,391.6,1
North,Wolverine,1516,351,2,,11.88,,,,,0
North,Wolverine,1516,353,3,3,42.36,199.0513105,17,14.7,249.9,1
North,Wolverine,1516,357,3,3,82.14,302.2133593,2,9,18,1
North,Wolverine,1516,359,3,3,15.5,33.77212103,0,,0,1
North,Wolverine,1516,360,2,3,16.29,183.8460021,,,,1
North,Wolverine,1516,370,3,3,54.62,376.5198795,7,3.29,23.03,1
North,Wolverine,1516,375,3,2,14.69,24.41017492,0,,0,1
North,Wolverine,1516,380,3,3,14.57,113.9455655,4,6.75,27,1
North,Wolverine,1516,381,2,3,41.28,126.4491043,,,,1
North,Wolverine,1516,383,2,,4.32,,,,,0
North,Wolverine,1516,389,2,3,13.48,79.48229414,,,,1
North,Wolverine,1516,390,3,3,28.05,137.287599,0,,0,1
North,Wolverine,1516,391,2,3,7.05,170.4942333,,,,1
North,Wolverine,1516,394,2,3,11.44,114.2754328,,,,1
North,Wolverine,1516,396,3,3,22.22,222.1106006,2,5,10,1
North,Wolverine,1516,400,2,3,8.84,77.75441818,,,,1
North,Wolverine,1516,404,2,3,28.75,160.2212253,,,,1
North,Wolverine,1516,406,3,3,36.45,237.3865949,18,11.6,208.8,1
North,Wolverine,1516,408,3,3,67.65,140.9004305,11,4.6,50.6,1
North,Wolverine,1516,409,3,3,38.01,279.7666798,3,8,24,1
North,Wolverine,1516,413,3,3,14.14,92.83406291,8,7.13,57.04,1
North,Wolverine,1516,416,2,3,8.58,62.20353454,,,,1
North,Wolverine,1516,417,2,3,94.84,144.6232178,,,,1
North,Wolverine,1516,419,3,3,55.98,246.5836074,25,11,275,1
North,Wolverine,1516,422,2,3,16.02,118.9249899,,,,1
North,Wolverine,1516,424,3,3,89.03,116.2389282,12,12.4,148.8,1
North,Wolverine,1516,427,2,3,63.29,154.9904736,,,,1
North,Wolverine,1516,430,2,,12.25,,,,,0
North,Wolverine,1516,433,2,,5.92,,,,,0
North,Wolverine,1516,436,2,,2.24,,,,,0
North,Wolverine,1516,437,2,3,20.73,118.1081758,,,,1
North,Wolverine,1516,441,2,3,53.72,161.5878181,,,,1
North,Wolverine,1516,450,2,2,3.46,77.28317928,,,,1
North,Wolverine,1516,455,2,,0.16,,,,,0
North,Wolverine,1516,457,2,,12.57,,,,,
North,Wolverine,1516,471,3,3,70.92,247.7145807,15,7.9,118.5,1
North,Wolverine,1516,472,2,3,12.16,98.1433545,,,,1
North,Wolverine,1516,473,3,3,53.72,130.3132633,18,9.7,174.6,1
North,Wolverine,1516,476,2,2,7.07,78.87753755,,,,1
North,Wolverine,1516,478,3,3,21.11,126.134945,0,,0,1
North,Wolverine,1516,480,2,3,81.73,82.35685141,,,,1
North,Wolverine,1516,482,3,3,120.95,364.1655664,19,12.7,241.3,1
North,Wolverine,1516,485,3,3,56.71,334.414684,0,,0,1
North,Wolverine,1516,486,3,2,3.46,50.26548246,0,,0,1
North,Wolverine,1516,489,3,3,39.13,119.4590607,16,11.9,190.4,1
North,Wolverine,1516,491,2,2,,80.11061267,,,,1
North,Wolverine,1516,496,2,3,3.46,100.8451242,,,,1
North,Wolverine,1516,497,2,2,2,40.02389041,,,,1
North,Wolverine,1516,498,2,3,6.36,96.76105373,,,,1
North,Wolverine,1516,500,2,2,0.57,27.09623664,,,,1
North,Wolverine,1516,501,2,3,7.97,114.7152557,,,,1
North,Wolverine,1516,502,2,3,40.21,85.45132018,,,,1
North,Wolverine,1516,517,2,3,6.27,132.2296348,,,,1
North,Wolverine,1516,518,2,3,8.67,158.1791901,,,,1
North,Wolverine,1516,1003,1,2,,14.9225651,,,,1
North,Wolverine,1516,1004,1,2,,15.55088364,,,,1
North,Wolverine,1516,1005,1,2,,5.811946409,,,,1
North,Wolverine,1516,1006,1,,,,,,,0
North,Wolverine,1516,1007,1,,,,,,,0
North,Wolverine,1516,1008,1,,,,,,,0
North,Wolverine,1516,1010,1,2,,6.086835766,,,,1
North,Wolverine,1516,1031,1,,,,,,,0
North,Wolverine,1516,1034,1,,,,,,,0
North,Wolverine,1516,1039,1,,,,,,,
North,Wolverine,1516,1041,1,,,,,,,0
North,Wolverine,1516,1067,1,2,,21.61415746,,,,1
North,Wolverine,1516,1072,1,,,,,,,0
North,Wolverine,1516,1091,1,2,,19.50929038,,,,1
North,Wolverine,1516,1092,1,2,,45.25464217,,,,1
North,Wolverine,1516,1102,1,,,,,,,0
North,Wolverine,1516,1112,1,3,,32.62543971,,,,1
North,Wolverine,1516,1136,1,2,,14.39634834,,,,1
North,Wolverine,1516,1137,1,3,,22.05398043,,,,1
North,Wolverine,1516,1148,1,2,,12.9590697,,,,1
North,Wolverine,1516,1150,1,2,,7.963937377,,,,1
North,Wolverine,1516,1151,1,2,,13.35962276,,,,1
North,Wolverine,1516,1152,1,,,,,,,0
North,Wolverine,1516,1163,1,,,,,,,0
North,Wolverine,1516,1167,2,3,78.63,143.6336161,,,,1
North,Wolverine,1516,1177,1,2,,19.79203372,,,,1
North,Wolverine,1516,1179,1,,,,,,,0
North,Wolverine,1516,1180,1,,,,,,,0
North,Wolverine,1516,1181,1,,,,,,,0
North,Wolverine,1516,1201,1,2,,3.416482011,,,,1
North,Wolverine,1516,1203,1,2,,4.32754388,,,,1
North,Wolverine,1516,1206,1,,,,,,,0
North,Wolverine,1516,1208,1,2,,0.801106127,,,,1
North,Wolverine,1516,1213,1,,,,,,,0
North,Wolverine,1516,1219,1,,,,,,,0
North,Wolverine,1516,1221,1,,,,,,,0
North,Wolverine,1516,1227,1,,,,,,,0
North,Wolverine,1516,1233,1,2,,8.851437301,,,,1
North,Wolverine,1516,1245,1,,,,,,,0
North,Wolverine,1516,1251,1,2,,13.19468915,,,,1
North,Wolverine,1516,1252,1,2,,12.25221135,,,,1
North,Wolverine,1516,1258,1,2,,7.963937377,,,,1
North,Wolverine,1516,1264,1,2,,0.471238898,,,,1
North,Wolverine,1516,1270,1,,,,,,,0
North,Wolverine,1516,1280,1,,,,,,,0
North,Wolverine,1516,1282,1,2,,19.64280807,,,,1
North,Wolverine,1516,1287,1,,,,,,,0
North,Wolverine,1516,1289,1,,,,,,,0
North,Wolverine,1516,1297,1,2,,16.88606051,,,,1
North,Wolverine,1516,1304,1,,,,,,,
North,Wolverine,1516,1308,1,2,,5.207189823,,,,1
North,Wolverine,1516,1309,1,2,,5.222897787,,,,1
North,Wolverine,1516,1310,1,,,,,,,0
North,Wolverine,1516,1311,1,2,,4.71238898,,,,1
North,Wolverine,1516,1312,1,,,,,,,0
North,Wolverine,1516,4224,1,,,,,,,0
North,Wolverine,1516,4227,1,,,,,,,0
North,Wolverine,1516,4228,2,2,3.39,32.90032906,,,,1
North,Wolverine,1516,4238,2,3,23.69,112.3119374,,,,1
North,Wolverine,1516,4245,3,3,24.63,361.1103676,0,,0,1
North,Wolverine,1516,4246,2,2,4.03,3.416482011,,,,1
North,Wolverine,1516,4250,2,,1.41,,,,,0
North,Wolverine,1516,4254,2,3,3.28,56.95707481,,,,1
North,Wolverine,1516,4262,2,3,9.33,37.69911184,,,,1
North,Wolverine,1516,4269,1,,,,,,,0
North,Wolverine,1516,4272,1,2,,3.392920066,,,,1
North,Wolverine,1516,4277,2,3,2.59,62.98107872,,,,1
North,Wolverine,1516,4301,1,2,,33.45796176,,,,1
North,Wolverine,1516,4304,1,,,,,,,0
North,Wolverine,1516,4308,1,,,,,,,0
North,Wolverine,1516,4309,2,,4.83,,,,,0
North,Wolverine,1516,4311,2,2,5.11,146.3903637,,,,1
North,Wolverine,1516,4312,2,3,10.19,279.0048436,,,,1
North,Wolverine,1516,4317,2,3,24.63,161.0930173,,,,1
North,Wolverine,1516,4318,2,3,10.72,101.787602,,,,1
North,Wolverine,1516,4321,1,2,,28.74557278,,,,1
North,Wolverine,1516,4339,1,,,,,,,0
North,Wolverine,1516,4342,2,3,4.59,59.89446394,,,,1
North,Wolverine,1516,4355,2,3,1.65,65.06238386,,,,1
North,Wolverine,1516,4356,2,3,41.04,331.2809453,,,,1
North,Wolverine,1516,4357,1,2,,18.69247629,,,,1
North,Wolverine,1516,4362,1,2,,4.021238597,,,,1
North,Wolverine,1516,4366,1,,,,,,,0
North,Wolverine,1516,4367,1,,,,,,,0
North,Wolverine,1516,4373,1,,,,,,,0
North,Wolverine,1516,4382,1,,,,,,,0
North,Wolverine,1516,4387,1,,,,,,,0
North,Wolverine,1516,4392,1,,,,,,,
North,Wolverine,1516,4405,1,2,,4.948008429,,,,1
North,Wolverine,1516,4407,1,,,,,,,0
North,Wolverine,1516,4409,1,,,,,,,0
North,Wolverine,1516,4419,1,,,,,,,0
North,Wolverine,1516,9900,3,3,100.47,56.54866776,0,,0,1
North,Wolverine,1516,10414,2,,8.91,,,,,0
North,Wolverine,1516,10436,3,3,62.05,113.1758753,0,,0,1
